project,class,method,params,start_line,cc,status,line_cov,instr_cov,branch_cov,line_cov_num,line_cov_den,instr_cov_num,instr_cov_den,branch_cov_num,branch_cov_den,tests,calls,log_path,report_path,tests_path,artifact_report_path,exec_path
Lang,org.apache.commons.lang3.reflect.TypeUtils,getRawType,"final Type type, final Type assigningType",711,19,ok,47.8,59.3,55.0,11,23,51,86,11,20,0,0,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/logs/Lang/org_apache_commons_lang3_reflect_TypeUtils__getRawType__711.log,/data/peiting/symbolic/bs/baseline/evosuite/cache/project_workspace/Lang_stable/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_reflect_TypeUtils__getRawType__711/evosuite-tests,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_reflect_TypeUtils__getRawType__711/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_reflect_TypeUtils__getRawType__711/jacoco.exec
Lang,org.apache.commons.lang3.text.StrSubstitutor,substitute,"final StrBuilder buf, final int offset, final int length, List<String> priorVariables",1104,22,ok,100.0,100.0,0.0,3,3,10,10,0,0,0,0,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/logs/Lang/org_apache_commons_lang3_text_StrSubstitutor__substitute__1104.log,/data/peiting/symbolic/bs/baseline/evosuite/cache/project_workspace/Lang_stable/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_text_StrSubstitutor__substitute__1104/evosuite-tests,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_text_StrSubstitutor__substitute__1104/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_text_StrSubstitutor__substitute__1104/jacoco.exec
Lang,org.apache.commons.lang3.Conversion,hexDigitToBinary,final char hexChar,669,23,ok,100.0,100.0,100.0,18,18,80,80,17,17,0,0,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/logs/Lang/org_apache_commons_lang3_Conversion__hexDigitToBinary__669.log,/data/peiting/symbolic/bs/baseline/evosuite/cache/project_workspace/Lang_stable/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_Conversion__hexDigitToBinary__669/evosuite-tests,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_Conversion__hexDigitToBinary__669/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_Conversion__hexDigitToBinary__669/jacoco.exec
Lang,org.apache.commons.lang3.builder.ToStringStyle,appendInternal,"final StringBuffer buffer, final String fieldName, final Object value, final boolean detail",1449,37,ok,47.2,36.2,42.6,25,53,96,265,23,54,0,0,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/logs/Lang/org_apache_commons_lang3_builder_ToStringStyle__appendInternal__1449.log,/data/peiting/symbolic/bs/baseline/evosuite/cache/project_workspace/Lang_stable/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_builder_ToStringStyle__appendInternal__1449/evosuite-tests,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_builder_ToStringStyle__appendInternal__1449/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_builder_ToStringStyle__appendInternal__1449/jacoco.exec
Lang,org.apache.commons.lang3.Conversion,intToHexDigitMsb0,final int nibble,1005,17,ok,100.0,100.0,100.0,18,18,46,46,17,17,0,0,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/logs/Lang/org_apache_commons_lang3_Conversion__intToHexDigitMsb0__1005.log,/data/peiting/symbolic/bs/baseline/evosuite/cache/project_workspace/Lang_stable/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_Conversion__intToHexDigitMsb0__1005/evosuite-tests,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_Conversion__intToHexDigitMsb0__1005/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_Conversion__intToHexDigitMsb0__1005/jacoco.exec
Lang,org.apache.commons.lang3.time.FastDatePrinter,parsePattern,,1330,40,error(rc=1),,,,,,,,,,,,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/logs/Lang/org_apache_commons_lang3_time_FastDatePrinter__parsePattern__1330.log,/data/peiting/symbolic/bs/baseline/evosuite/cache/project_workspace/Lang_stable/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_time_FastDatePrinter__parsePattern__1330/evosuite-tests,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_time_FastDatePrinter__parsePattern__1330/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_time_FastDatePrinter__parsePattern__1330/jacoco.exec
Lang,org.apache.commons.lang3.reflect.TypeUtils,isAssignable,"final Type type, final ParameterizedType toParameterizedType, final Map<TypeVariable<?>, Type> typeVarAssigns",1049,19,ok,100.0,100.0,0.0,1,1,5,5,0,0,0,0,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/logs/Lang/org_apache_commons_lang3_reflect_TypeUtils__isAssignable__1049.log,/data/peiting/symbolic/bs/baseline/evosuite/cache/project_workspace/Lang_stable/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_reflect_TypeUtils__isAssignable__1049/evosuite-tests,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_reflect_TypeUtils__isAssignable__1049/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_reflect_TypeUtils__isAssignable__1049/jacoco.exec
Lang,org.apache.commons.lang3.RandomStringUtils,random,"int count, int start, int end, final boolean letters, final boolean numbers,
            final char[] chars, final Random random",256,43,ok,89.6,87.4,88.8,60,67,277,317,71,80,0,0,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/logs/Lang/org_apache_commons_lang3_RandomStringUtils__random__256.log,/data/peiting/symbolic/bs/baseline/evosuite/cache/project_workspace/Lang_stable/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_RandomStringUtils__random__256/evosuite-tests,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_RandomStringUtils__random__256/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_RandomStringUtils__random__256/jacoco.exec
Lang,org.apache.commons.lang3.Conversion,binaryToHexDigit,"final boolean[] src, final int srcPos",201,20,ok,100.0,100.0,100.0,18,18,136,136,38,38,24,23,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/logs/Lang/org_apache_commons_lang3_Conversion__binaryToHexDigit__201.log,/data/peiting/symbolic/bs/baseline/evosuite/cache/project_workspace/Lang_stable/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_Conversion__binaryToHexDigit__201/evosuite-tests,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_Conversion__binaryToHexDigit__201/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_Conversion__binaryToHexDigit__201/jacoco.exec
Lang,org.apache.commons.lang3.Conversion,hexDigitMsb0ToInt,final char hexChar,613,23,ok,100.0,100.0,100.0,18,18,48,48,17,17,0,0,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/logs/Lang/org_apache_commons_lang3_Conversion__hexDigitMsb0ToInt__613.log,/data/peiting/symbolic/bs/baseline/evosuite/cache/project_workspace/Lang_stable/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_Conversion__hexDigitMsb0ToInt__613/evosuite-tests,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_Conversion__hexDigitMsb0ToInt__613/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_Conversion__hexDigitMsb0ToInt__613/jacoco.exec
Lang,org.apache.commons.lang3.reflect.TypeUtils,isAssignable,"final Type type, final Class<?> toClass",935,18,ok,100.0,100.0,0.0,1,1,5,5,0,0,0,0,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/logs/Lang/org_apache_commons_lang3_reflect_TypeUtils__isAssignable__935.log,/data/peiting/symbolic/bs/baseline/evosuite/cache/project_workspace/Lang_stable/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_reflect_TypeUtils__isAssignable__935/evosuite-tests,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_reflect_TypeUtils__isAssignable__935/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_reflect_TypeUtils__isAssignable__935/jacoco.exec
Lang,org.apache.commons.lang3.Conversion,binaryBeMsb0ToHexDigit,"final boolean[] src, final int srcPos",107,21,ok,100.0,100.0,100.0,21,21,154,154,40,40,24,23,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/logs/Lang/org_apache_commons_lang3_Conversion__binaryBeMsb0ToHexDigit__107.log,/data/peiting/symbolic/bs/baseline/evosuite/cache/project_workspace/Lang_stable/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_Conversion__binaryBeMsb0ToHexDigit__107/evosuite-tests,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_Conversion__binaryBeMsb0ToHexDigit__107/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_Conversion__binaryBeMsb0ToHexDigit__107/jacoco.exec
Lang,org.apache.commons.lang3.time.DateUtils,iterator,"final Calendar calendar, final int rangeStyle",971,18,ok,91.3,95.2,88.5,42,46,158,166,23,26,186,16,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/logs/Lang/org_apache_commons_lang3_time_DateUtils__iterator__971.log,/data/peiting/symbolic/bs/baseline/evosuite/cache/project_workspace/Lang_stable/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_time_DateUtils__iterator__971/evosuite-tests,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_time_DateUtils__iterator__971/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_time_DateUtils__iterator__971/jacoco.exec
Lang,org.apache.commons.lang3.Conversion,hexDigitMsb0ToBinary,final char hexChar,557,23,ok,100.0,100.0,100.0,18,18,80,80,17,17,0,0,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/logs/Lang/org_apache_commons_lang3_Conversion__hexDigitMsb0ToBinary__557.log,/data/peiting/symbolic/bs/baseline/evosuite/cache/project_workspace/Lang_stable/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_Conversion__hexDigitMsb0ToBinary__557/evosuite-tests,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_Conversion__hexDigitMsb0ToBinary__557/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_Conversion__hexDigitMsb0ToBinary__557/jacoco.exec
Lang,org.apache.commons.lang3.LocaleUtils,parseLocale,final String str,330,14,method-lines-missing,,,,,,,,,,35,0,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/logs/Lang/org_apache_commons_lang3_LocaleUtils__parseLocale__330.log,/data/peiting/symbolic/bs/baseline/evosuite/cache/project_workspace/Lang_stable/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_LocaleUtils__parseLocale__330/evosuite-tests,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_LocaleUtils__parseLocale__330/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_LocaleUtils__parseLocale__330/jacoco.exec
Lang,org.apache.commons.lang3.math.Fraction,greatestCommonDivisor,"int u, int v",348,18,method-lines-missing,,,,,,,,,,108,0,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/logs/Lang/org_apache_commons_lang3_math_Fraction__greatestCommonDivisor__348.log,/data/peiting/symbolic/bs/baseline/evosuite/cache/project_workspace/Lang_stable/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_math_Fraction__greatestCommonDivisor__348/evosuite-tests,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_math_Fraction__greatestCommonDivisor__348/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_math_Fraction__greatestCommonDivisor__348/jacoco.exec
Lang,org.apache.commons.lang3.tuple.Triple,equals,final Object obj,129,14,ok,87.5,94.3,90.0,7,8,33,35,9,10,0,0,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/logs/Lang/org_apache_commons_lang3_tuple_Triple__equals__129.log,/data/peiting/symbolic/bs/baseline/evosuite/cache/project_workspace/Lang_stable/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_tuple_Triple__equals__129/evosuite-tests,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_tuple_Triple__equals__129/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_tuple_Triple__equals__129/jacoco.exec
Lang,org.apache.commons.lang3.ClassUtils,hierarchy,"final Class<?> type, final Interfaces interfacesBehavior",1123,21,ok,100.0,100.0,100.0,5,5,15,15,2,2,0,0,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/logs/Lang/org_apache_commons_lang3_ClassUtils__hierarchy__1123.log,/data/peiting/symbolic/bs/baseline/evosuite/cache/project_workspace/Lang_stable/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_ClassUtils__hierarchy__1123/evosuite-tests,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_ClassUtils__hierarchy__1123/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_ClassUtils__hierarchy__1123/jacoco.exec
Lang,org.apache.commons.lang3.StringUtils,indexOfDifference,final CharSequence... css,2942,14,ok,97.5,97.4,90.5,39,40,149,153,38,42,0,0,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/logs/Lang/org_apache_commons_lang3_StringUtils__indexOfDifference__2942.log,/data/peiting/symbolic/bs/baseline/evosuite/cache/project_workspace/Lang_stable/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_StringUtils__indexOfDifference__2942/evosuite-tests,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_StringUtils__indexOfDifference__2942/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_StringUtils__indexOfDifference__2942/jacoco.exec
Lang,org.apache.commons.lang3.CharSequenceUtils,lastIndexOf,"final CharSequence cs, final int searchChar, int start",245,12,ok,93.2,94.4,86.7,55,59,204,216,52,60,23,22,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/logs/Lang/org_apache_commons_lang3_CharSequenceUtils__lastIndexOf__245.log,/data/peiting/symbolic/bs/baseline/evosuite/cache/project_workspace/Lang_stable/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_CharSequenceUtils__lastIndexOf__245/evosuite-tests,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_CharSequenceUtils__lastIndexOf__245/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_CharSequenceUtils__lastIndexOf__245/jacoco.exec
Lang,org.apache.commons.lang3.StringUtils,getLevenshteinDistance,"CharSequence s, CharSequence t, final int threshold",2381,18,error(rc=1),,,,,,,,,,,,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/logs/Lang/org_apache_commons_lang3_StringUtils__getLevenshteinDistance__2381.log,/data/peiting/symbolic/bs/baseline/evosuite/cache/project_workspace/Lang_stable/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_StringUtils__getLevenshteinDistance__2381/evosuite-tests,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_StringUtils__getLevenshteinDistance__2381/jacoco-report/report.xml,/data/peiting/symbolic/bs/baseline/evosuite/reports/batch/artifacts/Lang/org_apache_commons_lang3_StringUtils__getLevenshteinDistance__2381/jacoco.exec
